2025-2-12 10:23:29-log: Cannot access game frame or container.
2025-2-12 10:23:30-debug: asset-db:require-engine-code (1222ms)
2025-2-12 10:23:30-log: meshopt wasm decoder initialized
2025-2-12 10:23:30-log: [bullet]:bullet wasm lib loaded.
2025-2-12 10:23:30-log: [box2d]:box2d wasm lib loaded.
2025-2-12 10:23:30-log: Cocos Creator v3.8.5
2025-2-12 10:23:30-log: Using legacy pipeline
2025-2-12 10:23:30-debug: [Assets Memory track]: asset-db-plugin-register: programming start:80.14MB, end 83.18MB, increase: 3.03MB
2025-2-12 10:23:30-log: Forward render pipeline initialized.
2025-2-12 10:23:30-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:31.20MB, end 79.28MB, increase: 48.09MB
2025-2-12 10:23:32-debug: [Assets Memory track]: asset-db-plugin-register: builder start:83.21MB, end 174.87MB, increase: 91.66MB
2025-2-12 10:23:32-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:175.12MB, end 178.24MB, increase: 3.12MB
2025-2-12 10:23:32-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:79.31MB, end 178.34MB, increase: 99.03MB
2025-2-12 10:23:32-debug: [Assets Memory track]: asset-db-plugin-register: project start:79.99MB, end 178.31MB, increase: 98.32MB
2025-2-12 10:23:32-debug: asset-db:worker-init: initPlugin (1907ms)
2025-2-12 10:23:32-debug: [Assets Memory track]: asset-db:worker-init start:31.18MB, end 178.44MB, increase: 147.26MB
2025-2-12 10:23:32-debug: Run asset db hook programming:beforePreStart ...
2025-2-12 10:23:32-debug: Run asset db hook programming:beforePreStart success!
2025-2-12 10:23:32-debug: Run asset db hook engine-extends:beforePreStart success!
2025-2-12 10:23:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.5\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
2025-2-12 13:55:33-debug: [Build Memory track]: 查询 Asset Bundle start:187.07MB, end 186.34MB, increase: -747.86KB
2025-2-12 13:55:33-debug: 查询 Asset Bundle start, progress: 5%
2025-2-12 13:55:33-debug: // ---- build task 查询 Asset Bundle ----
2025-2-12 13:55:33-debug: // ---- build task 查询 Asset Bundle ---- (2ms)
2025-2-12 13:55:33-debug: run build task 查询 Asset Bundle success in 2 ms√, progress: 10%
2025-2-12 13:55:33-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2025-2-12 13:55:33-debug: 整理部分构建选项内数据到 settings.json start, progress: 10%
2025-2-12 13:55:33-debug: [Build Memory track]: 查询 Asset Bundle start:186.37MB, end 186.46MB, increase: 89.63KB
2025-2-12 13:55:33-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (1ms)
2025-2-12 13:55:33-debug: run build task 整理部分构建选项内数据到 settings.json success in 1 ms√, progress: 12%
2025-2-12 13:55:33-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:186.49MB, end 186.52MB, increase: 27.70KB
2025-2-12 13:55:33-debug: // ---- build task 填充脚本数据到 settings.json ----
2025-2-12 13:55:33-debug: 填充脚本数据到 settings.json start, progress: 12%
2025-2-12 13:55:33-debug: run build task 填充脚本数据到 settings.json success in 1 ms√, progress: 13%
2025-2-12 13:55:33-debug: [Build Memory track]: 填充脚本数据到 settings.json start:186.55MB, end 186.57MB, increase: 27.66KB
2025-2-12 13:55:33-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2025-2-12 13:55:33-debug: // ---- build task 填充脚本数据到 settings.json ---- (1ms)
2025-2-12 13:55:33-debug: 整理部分构建选项内数据到 settings.json start, progress: 13%
2025-2-12 13:55:33-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (4ms)
2025-2-12 13:55:33-debug: run build task 整理部分构建选项内数据到 settings.json success in 4 ms√, progress: 15%
2025-2-12 13:55:33-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:186.60MB, end 186.73MB, increase: 135.10KB
2025-2-12 14:16:35-debug: refresh db internal success
2025-2-12 14:16:35-debug: %cDestroy%c: D:\plants_client\trunk\proj\assets\scripts\component\Pageitem.tsbackground: #ffb8b8; color: #000;color: #000;
2025-2-12 14:16:35-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\component\page1.tsbackground: #aaff85; color: #000;color: #000;
2025-2-12 14:16:35-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\component\page3.tsbackground: #aaff85; color: #000;color: #000;
2025-2-12 14:16:35-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\component\page2.tsbackground: #aaff85; color: #000;color: #000;
2025-2-12 14:16:35-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\component\page4.tsbackground: #aaff85; color: #000;color: #000;
2025-2-12 14:16:35-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\component\pageitem.tsbackground: #aaff85; color: #000;color: #000;
2025-2-12 14:16:35-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\componentbackground: #aaff85; color: #000;color: #000;
2025-2-12 14:16:35-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\module\login\Home.tsbackground: #aaff85; color: #000;color: #000;
2025-2-12 14:16:35-debug: refresh db assets success
2025-2-12 14:16:35-debug: Run asset db hook engine-extends:afterRefresh ...
2025-2-12 14:16:35-debug: Run asset db hook engine-extends:afterRefresh success!
2025-2-12 14:16:35-debug: asset-db:refresh-all-database (107ms)
2025-2-12 14:16:35-debug: asset-db:worker-effect-data-processing (1ms)
2025-2-12 14:16:35-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-2-12 14:16:36-debug: Query all assets info in project
2025-2-12 14:16:36-debug: init custom config: keepNodeUuid: false, useCache: true
2025-2-12 14:16:36-debug: 查询 Asset Bundle start, progress: 0%
2025-2-12 14:16:36-debug: // ---- build task 查询 Asset Bundle ----
2025-2-12 14:16:36-debug:   Number of all scenes: 3
2025-2-12 14:16:36-debug:   Number of all scripts: 28
2025-2-12 14:16:36-debug: Query preload assets/scripts from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,511d2633-09a7-4bdd-ac42-f778032124b3,5d45aa00-e064-4938-b314-4265f0c2258c,9361fd90-ba52-4f84-aa93-6e878fd576ca,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,6a2d0734-bd9e-4ddf-946e-caa52498cb75,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,d1346436-ac96-4271-b863-1f4fdead95b0,971bdb23-3ff6-43eb-b422-1c30165a3663,17debcc3-0a6b-4b8a-b00b-dc58b885581e,711ebe11-f673-4cd9-9a83-63c60ba54c5b,c0143906-9aed-447e-9436-2ae8512d1b6e,14da1725-c4c2-42b4-ab08-ee0aeb6898b3,081cab31-dccd-428e-8652-f2404cc81c47,78e0584a-4343-4727-8f37-e14e65c2a2db,ba21476f-2866-4f81-9c4d-6e359316e448,871c3b6c-7379-419d-bda3-794b239ab90d,1d08ef62-a503-4ce2-8b9a-46c90873f7d3,ff9b0199-ce04-4cfe-86cc-6c719f08d6e4,de1c2107-70c8-4021-8459-6399f24d01c6,cbf30902-517f-40dc-af90-a550bac27cf1
2025-2-12 14:16:36-debug:   Number of other assets: 316
2025-2-12 14:16:36-debug: // ---- build task 查询 Asset Bundle ---- (5ms)
2025-2-12 14:16:36-debug: run build task 查询 Asset Bundle success in 5 ms√, progress: 5%
2025-2-12 14:16:36-debug: [Build Memory track]: 查询 Asset Bundle start:187.74MB, end 187.51MB, increase: -229.70KB
2025-2-12 14:16:36-debug: 查询 Asset Bundle start, progress: 5%
2025-2-12 14:16:36-debug: // ---- build task 查询 Asset Bundle ----
2025-2-12 14:16:36-debug: // ---- build task 查询 Asset Bundle ---- (3ms)
2025-2-12 14:16:36-debug: run build task 查询 Asset Bundle success in 3 ms√, progress: 10%
2025-2-12 14:16:36-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2025-2-12 14:16:36-debug: [Build Memory track]: 查询 Asset Bundle start:187.54MB, end 187.63MB, increase: 90.52KB
2025-2-12 14:16:36-debug: 整理部分构建选项内数据到 settings.json start, progress: 10%
2025-2-12 14:16:36-debug: run build task 整理部分构建选项内数据到 settings.json success in √, progress: 12%
2025-2-12 14:16:36-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:187.66MB, end 187.68MB, increase: 17.43KB
2025-2-12 14:16:36-debug: 填充脚本数据到 settings.json start, progress: 12%
2025-2-12 14:16:36-debug: // ---- build task 填充脚本数据到 settings.json ----
2025-2-12 14:16:36-debug: // ---- build task 填充脚本数据到 settings.json ---- (2ms)
2025-2-12 14:16:36-debug: run build task 填充脚本数据到 settings.json success in 2 ms√, progress: 13%
2025-2-12 14:16:36-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2025-2-12 14:16:36-debug: [Build Memory track]: 填充脚本数据到 settings.json start:187.71MB, end 187.74MB, increase: 35.41KB
2025-2-12 14:16:36-debug: 整理部分构建选项内数据到 settings.json start, progress: 13%
2025-2-12 14:16:36-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (3ms)
2025-2-12 14:16:36-debug: run build task 整理部分构建选项内数据到 settings.json success in 3 ms√, progress: 15%
2025-2-12 14:16:36-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:187.77MB, end 187.91MB, increase: 140.45KB
2025-2-12 14:16:38-debug: %cImport%c: D:\plants_client\trunk\proj\assets\resources\prefabs\Home.prefabbackground: #aaff85; color: #000;color: #000;
2025-2-12 14:16:38-debug: asset-db:reimport-asset711ddb23-fc2a-478a-84b1-05b120eea0ef (7ms)
2025-2-12 14:16:38-debug: refresh db internal success
2025-2-12 14:16:38-debug: refresh db assets success
2025-2-12 14:16:38-debug: Run asset db hook engine-extends:afterRefresh ...
2025-2-12 14:16:38-debug: Run asset db hook engine-extends:afterRefresh success!
2025-2-12 14:16:38-debug: asset-db:refresh-all-database (133ms)
2025-2-12 14:16:38-debug: asset-db:worker-effect-data-processing (1ms)
2025-2-12 14:16:38-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-2-12 14:16:48-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scenes\Main.scenebackground: #aaff85; color: #000;color: #000;
2025-2-12 14:16:48-debug: asset-db:reimport-asset3a2d9a8e-aff8-4f9d-bbf0-95d803c3c0ad (4ms)
2025-2-12 14:16:48-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scenes\Main.scenebackground: #aaff85; color: #000;color: #000;
2025-2-12 14:16:48-debug: asset-db:reimport-asset3a2d9a8e-aff8-4f9d-bbf0-95d803c3c0ad (3ms)
2025-2-12 14:16:49-debug: Query all assets info in project
2025-2-12 14:16:49-debug: init custom config: keepNodeUuid: false, useCache: true
2025-2-12 14:16:49-debug: 查询 Asset Bundle start, progress: 0%
2025-2-12 14:16:49-debug: // ---- build task 查询 Asset Bundle ----
2025-2-12 14:16:49-debug: Query preload assets/scripts from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,511d2633-09a7-4bdd-ac42-f778032124b3,5d45aa00-e064-4938-b314-4265f0c2258c,9361fd90-ba52-4f84-aa93-6e878fd576ca,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,6a2d0734-bd9e-4ddf-946e-caa52498cb75,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,d1346436-ac96-4271-b863-1f4fdead95b0,971bdb23-3ff6-43eb-b422-1c30165a3663,17debcc3-0a6b-4b8a-b00b-dc58b885581e,711ebe11-f673-4cd9-9a83-63c60ba54c5b,c0143906-9aed-447e-9436-2ae8512d1b6e,14da1725-c4c2-42b4-ab08-ee0aeb6898b3,081cab31-dccd-428e-8652-f2404cc81c47,78e0584a-4343-4727-8f37-e14e65c2a2db,ba21476f-2866-4f81-9c4d-6e359316e448,871c3b6c-7379-419d-bda3-794b239ab90d,1d08ef62-a503-4ce2-8b9a-46c90873f7d3,ff9b0199-ce04-4cfe-86cc-6c719f08d6e4,de1c2107-70c8-4021-8459-6399f24d01c6,cbf30902-517f-40dc-af90-a550bac27cf1
2025-2-12 14:16:49-debug:   Number of all scenes: 3
2025-2-12 14:16:49-debug:   Number of all scripts: 28
2025-2-12 14:16:49-debug:   Number of other assets: 316
2025-2-12 14:16:49-debug: // ---- build task 查询 Asset Bundle ---- (7ms)
2025-2-12 14:16:49-debug: run build task 查询 Asset Bundle success in 7 ms√, progress: 5%
2025-2-12 14:16:49-debug: [Build Memory track]: 查询 Asset Bundle start:173.03MB, end 173.77MB, increase: 759.74KB
2025-2-12 14:16:49-debug: // ---- build task 查询 Asset Bundle ----
2025-2-12 14:16:49-debug: 查询 Asset Bundle start, progress: 5%
2025-2-12 14:16:49-debug: // ---- build task 查询 Asset Bundle ---- (3ms)
2025-2-12 14:16:49-debug: run build task 查询 Asset Bundle success in 3 ms√, progress: 10%
2025-2-12 14:16:49-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2025-2-12 14:16:49-debug: [Build Memory track]: 查询 Asset Bundle start:173.80MB, end 173.89MB, increase: 90.42KB
2025-2-12 14:16:49-debug: 整理部分构建选项内数据到 settings.json start, progress: 10%
2025-2-12 14:16:49-debug: run build task 整理部分构建选项内数据到 settings.json success in √, progress: 12%
2025-2-12 14:16:49-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:173.92MB, end 173.93MB, increase: 18.12KB
2025-2-12 14:16:49-debug: // ---- build task 填充脚本数据到 settings.json ----
2025-2-12 14:16:49-debug: 填充脚本数据到 settings.json start, progress: 12%
2025-2-12 14:16:49-debug: // ---- build task 填充脚本数据到 settings.json ---- (1ms)
2025-2-12 14:16:49-debug: run build task 填充脚本数据到 settings.json success in 1 ms√, progress: 13%
2025-2-12 14:16:49-debug: 整理部分构建选项内数据到 settings.json start, progress: 13%
2025-2-12 14:16:49-debug: [Build Memory track]: 填充脚本数据到 settings.json start:173.96MB, end 173.99MB, increase: 26.63KB
2025-2-12 14:16:49-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2025-2-12 14:16:49-debug: run build task 整理部分构建选项内数据到 settings.json success in 3 ms√, progress: 15%
2025-2-12 14:16:49-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:174.02MB, end 172.68MB, increase: -1367.83KB
2025-2-12 14:16:49-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (3ms)
2025-2-12 14:17:51-debug: refresh db internal success
2025-2-12 14:17:51-debug: refresh db assets success
2025-2-12 14:17:51-debug: Run asset db hook engine-extends:afterRefresh ...
2025-2-12 14:17:51-debug: Run asset db hook engine-extends:afterRefresh success!
2025-2-12 14:17:51-debug: asset-db:refresh-all-database (86ms)
2025-2-12 14:17:51-debug: asset-db:worker-effect-data-processing (1ms)
2025-2-12 14:17:51-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-2-12 14:18:01-debug: refresh db internal success
2025-2-12 14:18:01-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\module\login\Home.tsbackground: #aaff85; color: #000;color: #000;
2025-2-12 14:18:01-debug: refresh db assets success
2025-2-12 14:18:01-debug: Run asset db hook engine-extends:afterRefresh ...
2025-2-12 14:18:01-debug: Run asset db hook engine-extends:afterRefresh success!
2025-2-12 14:18:01-debug: asset-db:refresh-all-database (78ms)
2025-2-12 14:18:01-debug: asset-db:worker-effect-data-processing (1ms)
2025-2-12 14:18:01-debug: asset-db-hook-engine-extends-afterRefresh (2ms)
2025-2-12 14:18:02-debug: Query all assets info in project
2025-2-12 14:18:02-debug: init custom config: keepNodeUuid: false, useCache: true
2025-2-12 14:18:02-debug: 查询 Asset Bundle start, progress: 0%
2025-2-12 14:18:02-debug: // ---- build task 查询 Asset Bundle ----
2025-2-12 14:18:02-debug: Query preload assets/scripts from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,511d2633-09a7-4bdd-ac42-f778032124b3,5d45aa00-e064-4938-b314-4265f0c2258c,9361fd90-ba52-4f84-aa93-6e878fd576ca,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,6a2d0734-bd9e-4ddf-946e-caa52498cb75,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,d1346436-ac96-4271-b863-1f4fdead95b0,971bdb23-3ff6-43eb-b422-1c30165a3663,17debcc3-0a6b-4b8a-b00b-dc58b885581e,711ebe11-f673-4cd9-9a83-63c60ba54c5b,c0143906-9aed-447e-9436-2ae8512d1b6e,14da1725-c4c2-42b4-ab08-ee0aeb6898b3,081cab31-dccd-428e-8652-f2404cc81c47,78e0584a-4343-4727-8f37-e14e65c2a2db,ba21476f-2866-4f81-9c4d-6e359316e448,871c3b6c-7379-419d-bda3-794b239ab90d,1d08ef62-a503-4ce2-8b9a-46c90873f7d3,ff9b0199-ce04-4cfe-86cc-6c719f08d6e4,de1c2107-70c8-4021-8459-6399f24d01c6,cbf30902-517f-40dc-af90-a550bac27cf1
2025-2-12 14:18:02-debug:   Number of all scenes: 3
2025-2-12 14:18:02-debug:   Number of all scripts: 28
2025-2-12 14:18:02-debug: run build task 查询 Asset Bundle success in 6 ms√, progress: 5%
2025-2-12 14:18:02-debug: [Build Memory track]: 查询 Asset Bundle start:174.72MB, end 174.58MB, increase: -145.18KB
2025-2-12 14:18:02-debug: // ---- build task 查询 Asset Bundle ---- (6ms)
2025-2-12 14:18:02-debug: 查询 Asset Bundle start, progress: 5%
2025-2-12 14:18:02-debug: // ---- build task 查询 Asset Bundle ----
2025-2-12 14:18:02-debug:   Number of other assets: 316
2025-2-12 14:18:02-debug: // ---- build task 查询 Asset Bundle ---- (4ms)
2025-2-12 14:18:02-debug: run build task 查询 Asset Bundle success in 4 ms√, progress: 10%
2025-2-12 14:18:02-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2025-2-12 14:18:02-debug: [Build Memory track]: 查询 Asset Bundle start:174.61MB, end 174.70MB, increase: 93.38KB
2025-2-12 14:18:02-debug: 整理部分构建选项内数据到 settings.json start, progress: 10%
2025-2-12 14:18:02-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (1ms)
2025-2-12 14:18:02-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:174.73MB, end 174.76MB, increase: 27.20KB
2025-2-12 14:18:02-debug: 填充脚本数据到 settings.json start, progress: 12%
2025-2-12 14:18:02-debug: run build task 整理部分构建选项内数据到 settings.json success in 1 ms√, progress: 12%
2025-2-12 14:18:02-debug: // ---- build task 填充脚本数据到 settings.json ----
2025-2-12 14:18:02-debug: // ---- build task 填充脚本数据到 settings.json ---- (1ms)
2025-2-12 14:18:02-debug: run build task 填充脚本数据到 settings.json success in 1 ms√, progress: 13%
2025-2-12 14:18:02-debug: [Build Memory track]: 填充脚本数据到 settings.json start:174.79MB, end 174.81MB, increase: 26.95KB
2025-2-12 14:18:02-debug: 整理部分构建选项内数据到 settings.json start, progress: 13%
2025-2-12 14:18:02-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2025-2-12 14:18:02-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (4ms)
2025-2-12 14:18:02-debug: run build task 整理部分构建选项内数据到 settings.json success in 4 ms√, progress: 15%
2025-2-12 14:18:02-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:174.84MB, end 174.97MB, increase: 128.25KB
2025-2-12 14:18:07-debug: refresh db internal success
2025-2-12 14:18:07-debug: %cImport%c: D:\plants_client\trunk\proj\assets\scripts\module\login\Home.tsbackground: #aaff85; color: #000;color: #000;
2025-2-12 14:18:07-debug: refresh db assets success
2025-2-12 14:18:07-debug: Run asset db hook engine-extends:afterRefresh ...
2025-2-12 14:18:07-debug: Run asset db hook engine-extends:afterRefresh success!
2025-2-12 14:18:07-debug: asset-db:refresh-all-database (90ms)
2025-2-12 14:18:07-debug: asset-db:worker-effect-data-processing (1ms)
2025-2-12 14:18:07-debug: asset-db-hook-engine-extends-afterRefresh (2ms)
2025-2-12 14:18:08-debug: Query all assets info in project
2025-2-12 14:18:08-debug: init custom config: keepNodeUuid: false, useCache: true
2025-2-12 14:18:08-debug: 查询 Asset Bundle start, progress: 0%
2025-2-12 14:18:08-debug: // ---- build task 查询 Asset Bundle ----
2025-2-12 14:18:08-debug: Query preload assets/scripts from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,511d2633-09a7-4bdd-ac42-f778032124b3,5d45aa00-e064-4938-b314-4265f0c2258c,9361fd90-ba52-4f84-aa93-6e878fd576ca,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,6a2d0734-bd9e-4ddf-946e-caa52498cb75,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,d1346436-ac96-4271-b863-1f4fdead95b0,971bdb23-3ff6-43eb-b422-1c30165a3663,17debcc3-0a6b-4b8a-b00b-dc58b885581e,711ebe11-f673-4cd9-9a83-63c60ba54c5b,c0143906-9aed-447e-9436-2ae8512d1b6e,14da1725-c4c2-42b4-ab08-ee0aeb6898b3,081cab31-dccd-428e-8652-f2404cc81c47,78e0584a-4343-4727-8f37-e14e65c2a2db,ba21476f-2866-4f81-9c4d-6e359316e448,871c3b6c-7379-419d-bda3-794b239ab90d,1d08ef62-a503-4ce2-8b9a-46c90873f7d3,ff9b0199-ce04-4cfe-86cc-6c719f08d6e4,de1c2107-70c8-4021-8459-6399f24d01c6,cbf30902-517f-40dc-af90-a550bac27cf1
2025-2-12 14:18:08-debug:   Number of all scripts: 28
2025-2-12 14:18:08-debug:   Number of other assets: 316
2025-2-12 14:18:08-debug:   Number of all scenes: 3
2025-2-12 14:18:08-debug: // ---- build task 查询 Asset Bundle ---- (4ms)
2025-2-12 14:18:08-debug: run build task 查询 Asset Bundle success in 4 ms√, progress: 5%
2025-2-12 14:18:08-debug: [Build Memory track]: 查询 Asset Bundle start:176.43MB, end 177.11MB, increase: 693.60KB
2025-2-12 14:18:08-debug: 查询 Asset Bundle start, progress: 5%
2025-2-12 14:18:08-debug: // ---- build task 查询 Asset Bundle ----
2025-2-12 14:18:08-debug: // ---- build task 查询 Asset Bundle ---- (3ms)
2025-2-12 14:18:08-debug: run build task 查询 Asset Bundle success in 3 ms√, progress: 10%
2025-2-12 14:18:08-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2025-2-12 14:18:08-debug: [Build Memory track]: 查询 Asset Bundle start:177.14MB, end 175.69MB, increase: -1484.31KB
2025-2-12 14:18:08-debug: 整理部分构建选项内数据到 settings.json start, progress: 10%
2025-2-12 14:18:08-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (2ms)
2025-2-12 14:18:08-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:175.72MB, end 175.74MB, increase: 27.18KB
2025-2-12 14:18:08-debug: // ---- build task 填充脚本数据到 settings.json ----
2025-2-12 14:18:08-debug: run build task 整理部分构建选项内数据到 settings.json success in 2 ms√, progress: 12%
2025-2-12 14:18:08-debug: 填充脚本数据到 settings.json start, progress: 12%
2025-2-12 14:18:08-debug: // ---- build task 填充脚本数据到 settings.json ---- (1ms)
2025-2-12 14:18:08-debug: run build task 填充脚本数据到 settings.json success in 1 ms√, progress: 13%
2025-2-12 14:18:08-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2025-2-12 14:18:08-debug: [Build Memory track]: 填充脚本数据到 settings.json start:175.77MB, end 175.80MB, increase: 27.58KB
2025-2-12 14:18:08-debug: 整理部分构建选项内数据到 settings.json start, progress: 13%
2025-2-12 14:18:08-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (4ms)
2025-2-12 14:18:08-debug: run build task 整理部分构建选项内数据到 settings.json success in 4 ms√, progress: 15%
2025-2-12 14:18:08-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:175.83MB, end 175.95MB, increase: 127.67KB
2025-2-12 14:18:14-debug: refresh db internal success
2025-2-12 14:18:14-debug: refresh db assets success
2025-2-12 14:18:14-debug: Run asset db hook engine-extends:afterRefresh ...
2025-2-12 14:18:14-debug: Run asset db hook engine-extends:afterRefresh success!
2025-2-12 14:18:14-debug: asset-db:refresh-all-database (99ms)
2025-2-12 14:18:14-debug: asset-db:worker-effect-data-processing (1ms)
2025-2-12 14:18:14-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-2-12 14:18:18-debug: Query all assets info in project
2025-2-12 14:18:18-debug: init custom config: keepNodeUuid: false, useCache: true
2025-2-12 14:18:18-debug: 查询 Asset Bundle start, progress: 0%
2025-2-12 14:18:18-debug: // ---- build task 查询 Asset Bundle ----
